,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,test_accuracy_with_best_hyp,model_name,seed,param_base_estimator
0,0.9175851345062256,0.1378043917901586,0.002400827407836914,0.0004907016351542335,0.2,1,50,,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 50}",0.58203125,0.5546875,0.5390625,0.5859375,0.6078431372549019,0.5739123774509804,0.02427313739923682,45,0.703125,Catboost,0,
1,0.8787997245788575,0.06157005649520209,0.002799367904663086,0.000401068144782081,0.2,1,100,,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 100}",0.578125,0.5625,0.56640625,0.6171875,0.615686274509804,0.5879810049019608,0.023801234474186302,42,0.703125,Catboost,0,
2,1.0962007522583008,0.030733930509244133,0.0029996395111083984,1.1738332390872165e-06,0.2,1,150,,"{'learning_rate': 0.2, 'max_depth': 1, 'n_estimators': 150}",0.58984375,0.5546875,0.57421875,0.61328125,0.6235294117647059,0.5911121323529411,0.02512408718689061,40,0.703125,Catboost,0,
3,0.9183992862701416,0.0353309938765985,0.0020008087158203125,1.1182822608526778e-06,0.2,3,50,,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50}",0.61328125,0.61328125,0.57421875,0.60546875,0.592156862745098,0.5996813725490197,0.014888723692691992,34,0.703125,Catboost,0,
4,1.2887996673583983,0.044480540873899375,0.0024005413055419923,0.0005011551863341971,0.2,3,100,,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",0.61328125,0.61328125,0.58203125,0.62109375,0.6274509803921569,0.6114276960784314,0.015628183547268706,30,0.703125,Catboost,0,
5,1.4513993740081788,0.022330083892172226,0.0024003982543945312,0.0004899822117899371,0.2,3,150,,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150}",0.6015625,0.578125,0.60546875,0.640625,0.6392156862745098,0.612999387254902,0.023892277362272254,29,0.703125,Catboost,0,
6,0.9252007961273193,0.015816981247495514,0.002399158477783203,0.0004893372848760449,0.2,5,50,,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50}",0.58203125,0.625,0.5625,0.6328125,0.615686274509804,0.6036060049019608,0.026876863596947465,32,0.703125,Catboost,0,
7,1.2835999488830567,0.03275202558893138,0.0026005268096923827,0.0004891811633176433,0.2,5,100,,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.59765625,0.62890625,0.60546875,0.6484375,0.6235294117647059,0.6207996323529412,0.01793138463054648,25,0.703125,Catboost,0,
8,1.848599624633789,0.05620949370099387,0.0026000022888183595,0.0004900186240289064,0.2,5,150,,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150}",0.6171875,0.62890625,0.6171875,0.66796875,0.6235294117647059,0.6309558823529412,0.019018109973771867,18,0.703125,Catboost,0,
9,1.1760001182556152,0.02258349800252436,0.0022001743316650392,0.00039956678858342145,0.2,7,50,,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50}",0.58203125,0.58984375,0.6171875,0.66015625,0.6196078431372549,0.613765318627451,0.0274854779432938,28,0.703125,Catboost,0,
10,2.0059995651245117,0.038438544579606396,0.0026003837585449217,0.0004903303397863307,0.2,7,100,,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",0.62109375,0.61328125,0.6328125,0.66796875,0.6470588235294118,0.6364430147058824,0.01945155670451099,7,0.703125,Catboost,0,
